"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Elephantulus_rupestris","Macroscelidea","Macroscelididae","Elephantulus","rupestris",4.18296575387563,NA,4.80524979770375,NA,NA,NA,NA,1,NA
"Macroscelides_proboscideus","Macroscelidea","Macroscelididae","Macroscelides","proboscideus",3.65428800934432,NA,4.72703377374493,3.96214561483136,3.65842024662923,6,0.7,1,4.99
"Petrodromus_tetradactylus","Macroscelidea","Macroscelididae","Petrodromus","tetradactylus",5.30330490805908,NA,5.25806812464035,5.0364329869174,5.33753807970132,6,0.0098,1,NA
"Rhynchocyon_chrysopygus","Macroscelidea","Macroscelididae","Rhynchocyon","chrysopygus",6.28264050881402,NA,5.61108221936728,NA,NA,1,0.02,1,14
"Rhynchocyon_cirnei","Macroscelidea","Macroscelididae","Rhynchocyon","cirnei",6.05190091591181,NA,NA,NA,NA,1,NA,NA,NA
"Rhynchocyon_petersi","Macroscelidea","Macroscelididae","Rhynchocyon","petersi",6.04970987004817,NA,NA,NA,NA,NA,NA,NA,NA
"Dromiciops_gliroides","Microbiotheria","Microbiotheriidae","Dromiciops","gliroides",3.2188758248682,NA,4.6609832508073,NA,NA,6,NA,2,NA
"Ornithorhynchus_anatinus","Monotremata","Ornithorhynchidae","Ornithorhynchus","anatinus",7.30266487315078,NA,6.03830042194501,6.1682290252354,7.18159194461187,1,0.07,1,120.97
"Tachyglossus_aculeatus","Monotremata","Tachyglossidae","Tachyglossus","aculeatus",8.41182600906952,NA,5.92692602597041,6.02596258751555,7.9585769038139,1,0.44,1,170.08
"Zaglossus_attenboroughi","Monotremata","Tachyglossidae","Zaglossus","attenboroughi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaglossus_bartoni","Monotremata","Tachyglossidae","Zaglossus","bartoni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaglossus_bruijni","Monotremata","Tachyglossidae","Zaglossus","bruijni",9.0995998544715,NA,6.51471269087253,7.10282851970126,9.27799902045,1,NA,1,90.73
"Notoryctes_caurinus","Notoryctemorphia","Notoryctidae","Notoryctes","caurinus",NA,NA,NA,NA,NA,NA,NA,1,NA
"Notoryctes_typhlops","Notoryctemorphia","Notoryctidae","Notoryctes","typhlops",4.00733318523247,NA,4.90223312024562,NA,NA,2,NA,1,NA
"Caenolestes_caniventer","Paucituberculata","Caenolestidae","Caenolestes","caniventer",3.68887945411394,NA,4.80229825009902,NA,NA,3,NA,1,NA
"Caenolestes_condorensis","Paucituberculata","Caenolestidae","Caenolestes","condorensis",3.86723482263801,NA,4.85015350390676,NA,NA,1,NA,1,NA
"Caenolestes_convelatus","Paucituberculata","Caenolestidae","Caenolestes","convelatus",3.45189049597767,NA,4.66475897739975,NA,NA,1,NA,1,NA
"Caenolestes_fuliginosus","Paucituberculata","Caenolestidae","Caenolestes","fuliginosus",3.35480434209244,NA,4.7275647942017,NA,NA,4,NA,1,NA
"Lestoros_inca","Paucituberculata","Caenolestidae","Lestoros","inca",3.13853307218566,NA,4.60266705576997,NA,NA,2,NA,1,NA
"Rhyncholestes_raphanurus","Paucituberculata","Caenolestidae","Rhyncholestes","raphanurus",3.08831145484708,NA,4.72977434921262,NA,NA,6,NA,2,NA
"Chaeropus_ecaudatus","Peramelemorphia","Chaeropodidae","Chaeropus","ecaudatus",5.39139778956405,NA,NA,NA,NA,2,NA,1,NA
"Echymipera_clara","Peramelemorphia","Peramelidae","Echymipera","clara",7.09391114208604,NA,5.8316478456541,NA,NA,2,0.01,1,NA
"Echymipera_davidi","Peramelemorphia","Peramelidae","Echymipera","davidi",6.70570029249779,NA,5.92911030536101,NA,NA,NA,NA,NA,NA
"Echymipera_echinista","Peramelemorphia","Peramelidae","Echymipera","echinista",7.09391114208604,NA,5.85489998765176,NA,NA,NA,NA,NA,NA
"Echymipera_kalubu","Peramelemorphia","Peramelidae","Echymipera","kalubu",6.71557730692481,NA,5.59942145933146,5.83921622332017,6.54750251369552,3,0.01,NA,NA
"Echymipera_rufescens","Peramelemorphia","Peramelidae","Echymipera","rufescens",6.95795397451488,NA,6.11487615702318,5.97360602880667,6.7286286130847,NA,NA,1,NA
"Isoodon_auratus","Peramelemorphia","Peramelidae","Isoodon","auratus",6.05208916892442,NA,5.87208962006458,4.99775266826524,6.0591231955818,2,0.12,1,NA
"Isoodon_macrourus","Peramelemorphia","Peramelidae","Isoodon","macrourus",7.31705967425302,NA,5.86980525848065,6.35240288983267,7.34601020991329,4,0.02,1,62.99
"Isoodon_obesulus","Peramelemorphia","Peramelidae","Isoodon","obesulus",6.71509243492151,NA,NA,NA,NA,2,0.01,1,59.99
"Macrotis_lagotis","Peramelemorphia","Thylacomyidae","Macrotis","lagotis",7.11442792663992,NA,5.92692602597041,5.99193943433119,7.03702761468628,7,NA,1,93.73
"Macrotis_leucura","Peramelemorphia","Thylacomyidae","Macrotis","leucura",5.89762079157782,NA,NA,NA,NA,4,NA,1,NA
"Microperoryctes_longicauda","Peramelemorphia","Peramelidae","Microperoryctes","longicauda",6.29539514439185,NA,5.58848385029274,NA,NA,2,NA,NA,NA
"Microperoryctes_murina","Peramelemorphia","Peramelidae","Microperoryctes","murina",NA,NA,5.29831736654804,NA,NA,NA,NA,1,NA
"Microperoryctes_papuensis","Peramelemorphia","Peramelidae","Microperoryctes","papuensis",5.06259503302697,NA,5.26237925974241,NA,NA,NA,NA,1,NA
"Perameles_bougainville","Peramelemorphia","Peramelidae","Perameles","bougainville",5.44155153463394,NA,5.7037824746562,NA,NA,3,0.07,1,NA
"Perameles_eremiana","Peramelemorphia","Peramelidae","Perameles","eremiana",6.21458809822219,NA,NA,NA,NA,2,NA,1,NA
"Perameles_gunnii","Peramelemorphia","Peramelidae","Perameles","gunnii",6.80623183677775,NA,5.7787353278926,NA,NA,7,0.02,1,59.99
"Perameles_nasuta","Peramelemorphia","Peramelidae","Perameles","nasuta",6.57961225793629,NA,NA,5.76362247501222,6.47697236288968,2,NA,1,66.99
"Peroryctes_broadbenti","Peramelemorphia","Peramelidae","Peroryctes","broadbenti",8.47637119689598,NA,6.24465221977057,NA,NA,3,NA,1,NA
"Peroryctes_raffrayana","Peramelemorphia","Peramelidae","Peroryctes","raffrayana",6.80863083410871,NA,5.84782509690637,NA,NA,1,NA,1,NA
"Rhynchomeles_prattorum","Peramelemorphia","Peramelidae","Rhynchomeles","prattorum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ceratotherium_simum","Perissodactyla","Rhinocerotidae","Ceratotherium","simum",14.6422876269229,NA,7.85818073534508,NA,NA,1,19.09,1,365
"Dicerorhinus_sumatrensis","Perissodactyla","Rhinocerotidae","Dicerorhinus","sumatrensis",13.8606330903014,NA,7.92659898906656,NA,NA,2,11.87,1,362.93
"Diceros_bicornis","Perissodactyla","Rhinocerotidae","Diceros","bicornis",13.8114428359895,NA,7.95507076448461,NA,NA,2,11.48,1,583.09
"Equus_asinus","Perissodactyla","Equidae","Equus","asinus",12.0136916013257,NA,NA,NA,NA,NA,139.69,1,NA
"Equus_burchellii","Perissodactyla","Equidae","Equus","burchellii",12.5395427015422,NA,NA,NA,NA,3,127.99,1,294.11
"Equus_caballus","Perissodactyla","Equidae","Equus","caballus",12.9081759252349,NA,NA,NA,NA,1,15.62,1,341.76
"Equus_grevyi","Perissodactyla","Equidae","Equus","grevyi",12.9190233112291,NA,7.90100705199242,NA,NA,1,NA,1,271.7
"Equus_hemionus","Perissodactyla","Equidae","Equus","hemionus",12.3683958533757,NA,7.71868549519847,NA,NA,2,NA,1,456.25
"Equus_kiang","Perissodactyla","Equidae","Equus","kiang",12.5466031718569,NA,NA,NA,NA,NA,NA,1,NA
"Equus_quagga","Perissodactyla","Equidae","Equus","quagga",12.8992198260901,NA,NA,NA,NA,NA,NA,NA,NA
"Equus_zebra","Perissodactyla","Equidae","Equus","zebra",12.5512997674854,NA,7.7621706071382,NA,NA,2,7.4,1,181.46
"Rhinoceros_sondaicus","Perissodactyla","Rhinocerotidae","Rhinoceros","sondaicus",14.3751263458997,NA,8.03915416466158,NA,NA,2,NA,1,509.21
"Rhinoceros_unicornis","Perissodactyla","Rhinocerotidae","Rhinoceros","unicornis",14.4272610062396,NA,8.22774689697295,NA,NA,3,4.23,1,339.47
"Tapirus_bairdii","Perissodactyla","Tapiridae","Tapirus","bairdii",12.590591879084,NA,7.69620809388153,NA,NA,4,1.15,1,362.93
"Tapirus_indicus","Perissodactyla","Tapiridae","Tapirus","indicus",12.6482206016987,NA,7.70744477659746,NA,NA,3,9.4,1,211.71
"Tapirus_pinchaque","Perissodactyla","Tapiridae","Tapirus","pinchaque",11.9635130671803,NA,NA,NA,NA,4,6.38,1,339.47
"Tapirus_terrestris","Perissodactyla","Tapiridae","Tapirus","terrestris",12.0405883825973,NA,7.60338437703521,NA,NA,5,NA,1,277.49
"Manis_crassicaudata","Pholidota","Manidae","Manis","crassicaudata",8.98938941516887,NA,6.29653825451301,7.12365666903929,9.67470312133183,1,NA,2,NA
"Manis_culionensis","Pholidota","Manidae","Manis","culionensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Manis_gigantea","Pholidota","Manidae","Manis","gigantea",10.4042537494982,NA,NA,NA,NA,NA,NA,NA,NA
"Manis_javanica","Pholidota","Manidae","Manis","javanica",8.48914550686104,NA,6.38012253689976,7.00817963180902,8.34759040703006,1,NA,NA,NA
"Manis_pentadactyla","Pholidota","Manidae","Manis","pentadactyla",8.44998444172279,NA,5.9374306586155,NA,NA,1,NA,2,85.51
"Manis_temminckii","Pholidota","Manidae","Manis","temminckii",9.38796257073025,NA,6.19176926651816,NA,NA,1,10.22,2,59.27
"Manis_tetradactyla","Pholidota","Manidae","Manis","tetradactyla",7.9193489179069,NA,NA,NA,NA,NA,NA,NA,NA
"Manis_tricuspis","Pholidota","Manidae","Manis","tricuspis",7.33908954305436,NA,NA,6.76161906402871,7.91205688817901,NA,NA,NA,177.82
"Bradypus_pygmaeus","Pilosa","Bradypodidae","Bradypus","pygmaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradypus_torquatus","Pilosa","Bradypodidae","Bradypus","torquatus",8.40479015756171,NA,6.30990009624304,NA,NA,4,0.03,2,28.28
"Bradypus_tridactylus","Pilosa","Bradypodidae","Bradypus","tridactylus",8.38384463921824,NA,6.30327809913469,NA,NA,1,NA,2,68.2
"Bradypus_variegatus","Pilosa","Bradypodidae","Bradypus","variegatus",8.32757145301941,NA,NA,6.53086305036016,8.24012129807647,1,0.01,2,39.28
"Choloepus_didactylus","Pilosa","Megalonychidae","Choloepus","didactylus",8.80184567930765,NA,6.535183214176,NA,NA,3,NA,2,52.61
"Choloepus_hoffmanni","Pilosa","Megalonychidae","Choloepus","hoffmanni",8.68160532766662,NA,NA,6.54784654053301,8.29654652030061,3,NA,2,46.4
"Cyclopes_didactylus","Pilosa","Cyclopedidae","Cyclopes","didactylus",5.57575969126963,NA,5.17716616498389,4.7404001352482,5.48063892334199,1,0.03,2,NA
"Myrmecophaga_tridactyla","Pilosa","Myrmecophagidae","Myrmecophaga","tridactyla",10.2932239436949,NA,7.02528939477165,7.86365126544865,10.3287552879405,1,4,1,79.96
"Tamandua_mexicana","Pilosa","Myrmecophagidae","Tamandua","mexicana",8.33771000264193,NA,NA,6.8134445995109,8.34521792667643,1,0.22,2,NA
"Tamandua_tetradactyla","Pilosa","Myrmecophagidae","Tamandua","tetradactyla",8.47637119689598,NA,6.32673963886572,6.79989163310619,8.1605182474775,1,2.72,2,NA
"Allenopithecus_nigroviridis","Primates","Cercopithecidae","Allenopithecus","nigroviridis",8.4658914759406,NA,6.13120475011641,NA,NA,NA,NA,NA,106.15
"Allocebus_trichotis","Primates","Cheirogaleidae","Allocebus","trichotis",4.35786200767458,NA,4.89776517030052,NA,NA,4,NA,2,NA
"Alouatta_belzebul","Primates","Atelidae","Alouatta","belzebul",8.72549271324286,NA,6.31060894874962,NA,NA,NA,NA,2,NA
"Alouatta_caraya","Primates","Atelidae","Alouatta","caraya",8.62639910404897,NA,6.32464565963098,NA,NA,3,NA,NA,323.16
"Alouatta_coibensis","Primates","Atelidae","Alouatta","coibensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta_guariba","Primates","Atelidae","Alouatta","guariba",8.55416715174032,NA,6.2432538626121,NA,NA,4,0.03,2,NA
"Alouatta_macconnelli","Primates","Atelidae","Alouatta","macconnelli",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta_nigerrima","Primates","Atelidae","Alouatta","nigerrima",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta_palliata","Primates","Atelidae","Alouatta","palliata",8.79133247285014,NA,6.35671511504702,7.6145094629483,8.44891435066294,2,0.19,2,495.6
"Alouatta_pigra","Primates","Atelidae","Alouatta","pigra",8.87794820055729,NA,6.34025347802259,NA,NA,2,0.3,2,NA
"Alouatta_sara","Primates","Atelidae","Alouatta","sara",8.79649625783713,NA,NA,NA,NA,NA,NA,NA,NA
"Alouatta_seniculus","Primates","Atelidae","Alouatta","seniculus",8.76378917197712,NA,6.32831171343427,NA,NA,6,0.1,2,370.04
"Aotus_azarae","Primates","Aotidae","Aotus","azarae",6.83472211363197,NA,NA,NA,NA,2,NA,2,229.69
"Aotus_hershkovitzi","Primates","Aotidae","Aotus","hershkovitzi",6.68461172766793,NA,NA,NA,NA,2,NA,2,NA
"Aotus_lemurinus","Primates","Aotidae","Aotus","lemurinus",6.76383871811923,NA,5.72031177660741,NA,NA,4,NA,2,74.57
"Aotus_miconax","Primates","Aotidae","Aotus","miconax",6.68461172766793,NA,NA,NA,NA,2,NA,2,NA
"Aotus_nancymaae","Primates","Aotidae","Aotus","nancymaae",6.67333589372355,NA,NA,NA,NA,2,NA,2,NA
"Aotus_nigriceps","Primates","Aotidae","Aotus","nigriceps",6.96318998587024,NA,5.88050505304967,NA,NA,2,NA,2,NA
"Aotus_trivirgatus","Primates","Aotidae","Aotus","trivirgatus",6.81607849041023,NA,5.88050505304967,6.13003012194689,6.8798700754926,3,0.02,2,76.21
"Aotus_vociferans","Primates","Aotidae","Aotus","vociferans",6.77192410102027,NA,NA,NA,NA,2,NA,2,NA
"Arctocebus_aureus","Primates","Lorisidae","Arctocebus","aureus",5.45600464238363,NA,NA,NA,NA,NA,NA,NA,NA
"Arctocebus_calabarensis","Primates","Lorisidae","Arctocebus","calabarensis",5.5529983438604,NA,5.48059725580725,4.47221005873186,5.33753807970132,3,NA,NA,109.26
"Ateles_belzebuth","Primates","Atelidae","Ateles","belzebuth",8.80873082164357,NA,6.12970359133175,NA,NA,2,2.28,2,NA
"Ateles_chamek","Primates","Atelidae","Ateles","chamek",8.86133876964861,NA,6.11871374802345,NA,NA,2,1.16,2,NA
"Ateles_fusciceps","Primates","Atelidae","Ateles","fusciceps",9.11250039493151,NA,6.19266919090344,NA,NA,2,NA,2,482.7
"Ateles_geoffroyi","Primates","Atelidae","Ateles","geoffroyi",8.93358505121332,NA,6.07089937775402,NA,NA,2,0.73,2,816.35
"Ateles_hybridus","Primates","Atelidae","Ateles","hybridus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ateles_marginatus","Primates","Atelidae","Ateles","marginatus",8.73701603527936,NA,6.13181327381328,NA,NA,2,NA,2,NA
"Ateles_paniscus","Primates","Atelidae","Ateles","paniscus",9.07076216272106,NA,6.35603821384007,NA,NA,6,1.36,2,805.41
"Avahi_laniger","Primates","Indriidae","Avahi","laniger",6.99602253369377,NA,5.61677109766657,NA,NA,3,0.01,2,149.15
"Avahi_occidentalis","Primates","Indriidae","Avahi","occidentalis",6.72019602939192,NA,NA,NA,NA,1,0.01,2,NA
"Avahi_unicolor","Primates","Indriidae","Avahi","unicolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachyteles_arachnoides","Primates","Atelidae","Brachyteles","arachnoides",9.26267757130532,NA,6.35990253437907,NA,NA,5,1.04,2,734.82
"Brachyteles_hypoxanthus","Primates","Atelidae","Brachyteles","hypoxanthus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bunopithecus_hoolock","Primates","Hylobatidae","Bunopithecus","hoolock",8.80971354050827,NA,6.30534419668367,NA,NA,5,0.16,2,635.13
"Cacajao_calvus","Primates","Pitheciidae","Cacajao","calvus",8.13769987739682,NA,6.29258713973878,NA,NA,4,NA,2,339.29
"Cacajao_melanocephalus","Primates","Pitheciidae","Cacajao","melanocephalus",8.04609456287754,NA,5.99146454710798,NA,NA,3,NA,2,NA
"Callicebus_baptista","Primates","Pitheciidae","Callicebus","baptista",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_barbarabrownae","Primates","Pitheciidae","Callicebus","barbarabrownae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_bernhardi","Primates","Pitheciidae","Callicebus","bernhardi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_brunneus","Primates","Pitheciidae","Callicebus","brunneus",6.74622409679545,NA,NA,NA,NA,NA,0.04,2,NA
"Callicebus_caligatus","Primates","Pitheciidae","Callicebus","caligatus",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_cinerascens","Primates","Pitheciidae","Callicebus","cinerascens",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_coimbrai","Primates","Pitheciidae","Callicebus","coimbrai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_cupreus","Primates","Pitheciidae","Callicebus","cupreus",7.01841970401186,NA,5.87208962006458,NA,NA,NA,NA,2,201.85
"Callicebus_discolor","Primates","Pitheciidae","Callicebus","discolor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_donacophilus","Primates","Pitheciidae","Callicebus","donacophilus",6.79980251746745,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_dubius","Primates","Pitheciidae","Callicebus","dubius",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_hoffmannsi","Primates","Pitheciidae","Callicebus","hoffmannsi",6.97317778429055,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_lucifer","Primates","Pitheciidae","Callicebus","lucifer",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_lugens","Primates","Pitheciidae","Callicebus","lugens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_medemi","Primates","Pitheciidae","Callicebus","medemi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_melanochir","Primates","Pitheciidae","Callicebus","melanochir",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_modestus","Primates","Pitheciidae","Callicebus","modestus",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_moloch","Primates","Pitheciidae","Callicebus","moloch",6.86498346813823,NA,5.88234698257244,NA,NA,3,0.02,2,58.85
"Callicebus_nigrifrons","Primates","Pitheciidae","Callicebus","nigrifrons",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_oenanthe","Primates","Pitheciidae","Callicebus","oenanthe",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_olallae","Primates","Pitheciidae","Callicebus","olallae",6.90012625181765,NA,NA,NA,NA,NA,NA,2,NA
"Callicebus_ornatus","Primates","Pitheciidae","Callicebus","ornatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_pallescens","Primates","Pitheciidae","Callicebus","pallescens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_personatus","Primates","Pitheciidae","Callicebus","personatus",7.23763440013371,NA,5.89299688770733,NA,NA,4,0.03,2,NA
"Callicebus_purinus","Primates","Pitheciidae","Callicebus","purinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_regulus","Primates","Pitheciidae","Callicebus","regulus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_stephennashi","Primates","Pitheciidae","Callicebus","stephennashi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callicebus_torquatus","Primates","Pitheciidae","Callicebus","torquatus",7.0980202035304,NA,5.68694145746017,NA,NA,4,0.11,2,121.66
"Callimico_goeldii","Primates","Cebidae","Callimico","goeldii",6.32435896238131,NA,5.63478960316925,NA,NA,2,0.32,2,66.53
"Callithrix_acariensis","Primates","Cebidae","Callithrix","acariensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_argentata","Primates","Cebidae","Callithrix","argentata",5.94782609007815,NA,NA,NA,NA,4,NA,2,NA
"Callithrix_aurita","Primates","Cebidae","Callithrix","aurita",5.95635536999441,NA,5.48059725580725,NA,NA,3,0.08,2,NA
"Callithrix_chrysoleuca","Primates","Cebidae","Callithrix","chrysoleuca",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_emiliae","Primates","Cebidae","Callithrix","emiliae",5.73521654014573,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_flaviceps","Primates","Cebidae","Callithrix","flaviceps",5.92149798745481,NA,5.48059725580725,NA,NA,3,0.22,2,NA
"Callithrix_geoffroyi","Primates","Cebidae","Callithrix","geoffroyi",5.8348107370626,NA,NA,NA,NA,NA,NA,2,NA
"Callithrix_humeralifera","Primates","Cebidae","Callithrix","humeralifera",5.92689935894818,NA,NA,NA,NA,4,0.1,2,99.01
"Callithrix_humilis","Primates","Cebidae","Callithrix","humilis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_intermedia","Primates","Cebidae","Callithrix","intermedia",NA,NA,NA,NA,NA,NA,0.19,NA,NA
"Callithrix_jacchus","Primates","Cebidae","Callithrix","jacchus",5.67060479885019,NA,NA,5.02388052084628,5.24702407216049,5,0.02,2,60.24
"Callithrix_kuhlii","Primates","Cebidae","Callithrix","kuhlii",5.92689935894818,NA,NA,NA,NA,4,0.06,2,NA
"Callithrix_leucippe","Primates","Cebidae","Callithrix","leucippe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_manicorensis","Primates","Cebidae","Callithrix","manicorensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_marcai","Primates","Cebidae","Callithrix","marcai",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_mauesi","Primates","Cebidae","Callithrix","mauesi",6.09535147757225,NA,NA,NA,NA,4,NA,2,NA
"Callithrix_melanura","Primates","Cebidae","Callithrix","melanura",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callithrix_nigriceps","Primates","Cebidae","Callithrix","nigriceps",5.99426063440998,NA,NA,NA,NA,4,NA,2,NA
"Callithrix_penicillata","Primates","Cebidae","Callithrix","penicillata",5.82888679235062,NA,NA,NA,NA,NA,0.01,2,NA
"Callithrix_pygmaea","Primates","Cebidae","Callithrix","pygmaea",4.81979757753396,NA,5.04084113615332,4.73611072524869,4.76131886847802,3,0.00212,2,90.73
"Callithrix_saterei","Primates","Cebidae","Callithrix","saterei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_albifrons","Primates","Cebidae","Cebus","albifrons",7.82791053395844,NA,5.95137145354154,NA,NA,5,0.53,2,270.32
"Cebus_apella","Primates","Cebidae","Cebus","apella",7.92239882986304,NA,6.04663904985264,NA,NA,6,0.88,2,263.12
"Cebus_capucinus","Primates","Cebidae","Cebus","capucinus",8.00836224362741,NA,5.93441789172871,NA,NA,4,0.35,2,514.07
"Cebus_kaapori","Primates","Cebidae","Cebus","kaapori",8.00636756765025,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_libidinosus","Primates","Cebidae","Cebus","libidinosus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cebus_nigritus","Primates","Cebidae","Cebus","nigritus",NA,NA,6.07534603108868,NA,NA,4,1.47,2,NA
"Cebus_olivaceus","Primates","Cebidae","Cebus","olivaceus",7.93295063872243,NA,6.00166237208443,NA,NA,4,1.7,2,725.86
"Cebus_xanthosternos","Primates","Cebidae","Cebus","xanthosternos",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cercocebus_agilis","Primates","Cercopithecidae","Cercocebus","agilis",8.86864129921526,NA,NA,NA,NA,NA,NA,NA,NA
"Cercocebus_atys","Primates","Cercopithecidae","Cercocebus","atys",8.84523571189207,NA,NA,NA,NA,NA,NA,NA,NA
"Cercocebus_chrysogaster","Primates","Cercopithecidae","Cercocebus","chrysogaster",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cercocebus_galeritus","Primates","Cercopithecidae","Cercocebus","galeritus",8.86469862358323,NA,6.23441072571837,NA,NA,2,0.51,2,NA
"Cercocebus_sanjei","Primates","Cercopithecidae","Cercocebus","sanjei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cercocebus_torquatus","Primates","Cercopithecidae","Cercocebus","torquatus",8.89467986118306,NA,6.49223983502047,NA,NA,1,NA,NA,NA
"Cercopithecus_albogularis","Primates","Cercopithecidae","Cercopithecus","albogularis",NA,NA,NA,NA,NA,4,0.13,NA,NA
"Cercopithecus_ascanius","Primates","Cercopithecidae","Cercopithecus","ascanius",8.1719498004399,NA,6.09805181000363,NA,NA,4,0.16,NA,146.54
"Cercopithecus_campbelli","Primates","Cercopithecidae","Cercopithecus","campbelli",8.19636238729695,NA,6.12029741895095,NA,NA,3,0.01,NA,362.93
"Cercopithecus_cephus","Primates","Cercopithecidae","Cercopithecus","cephus",8.14464434974964,NA,6.25382881157547,NA,NA,3,0.24,2,362.93
"Cercopithecus_denti","Primates","Cercopithecidae","Cercopithecus","denti",NA,NA,NA,NA,NA,NA,NA,NA,NA
